URL,Event Type,Event Description,Event Topic,Start Time,End Time,Categories
https://calendar.utdallas.edu/event/ancient-echoes-modern-voices-the-crow-collection-goes-beyond,"Arts & Performances,Campus & Community,Lectures & Workshops","The Crow Museum of Asian Art presents Ancient Echoes, Modern Voices: The Crow Collection Goes Beyond, in the new Asian art galleries of the Edith and Peter O'Donnell Jr. Athenaeum Phase I Museum. A seemingly simple phrase, Asian art invokes a complex and unwieldy category. To begin to define this field, Asia can be fixed geographically as it is the largest continent in terms of population and landmass- a region that is about thirty percent of the earth’s total land area. Besides geography, Asia can also be crystallized by its specific traits including language, culture, and history. However, due to shifting geo-political boundaries, its diverse cultures, and diaspora, Asian art is global. Through the founding of this new museum, the Crow collection defines Asia as endlessly diverse, and not of one place, time, or idea.To denote the overlapping circles of meaning, the Crow Galleries are not labeled according to the nation states of China, India, or Japan. Instead, themes that elicit important stories of cross-cultural contact and that are vital to specific Asia’scommunities are foregrounded. The artworks can be considered with these themes in mind or on their own. Through both vantage points, these artworks challenge visitors to contemplate and rethink their relationship to these objects compelling the questions of “what are the stories that are being narrated?” and, “what stories are absent?” Throughout the galleries, visitors and studentsare invited to honor these objects' histories and create new narratives alongside them.","Arts & Culture,Health & Wellness,Campus Life",2024-11-12T11:00:00-06:00,2024-11-12T17:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/untangled-aedp-skills-process-group,Campus & Community,"Untangled is a therapy group for those who feel deeply, based in the model of AEDP (Accelerated Experiential Dynamic Psychotherapy). In this group, you will:Learn strategies to identify and release emotions in a healthy wayUnderstand neurobiology of emotionsIncrease self-compassion and self-awarenessConnect with others with similar emotional experiencesSkills-based groups are focused on building skills to help improve one’s life and tend to be based around a theme or topic (e.g., learning coping skills, distress management, improved self-compassion, etc.). This group includes a combination of both learning skills and sharing about personal experiences.For skills-based groups, if you are not a current or recent client of the SCC, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-13T15:00:00-06:00,2024-11-13T15:50:00-06:00,Social
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/copy-of-ms-accounting-flex-qa-session-6796,Campus & Community,"This free information session is for those interested in theMaster of Science in AccountingFlexdegree. The session is open to all prospective students, including those nearing completion of their undergraduate degrees. This session will cover application procedures, program curriculum, and various degree requirements.Clickhereto registerfor the session.Clickhereto join the session.",Campus Life,2024-11-14T12:00:00-06:00,2024-11-14T13:00:00-06:00,Social
https://calendar.utdallas.edu/event/lets-talk-at-bnrc-f24,Campus & Community,"Join us at the Basic Needs Resource Center for a weekly Let's Talk with a student counseling center clinician.Let's Talk is a program designed for UTD students who may want to talk to a mental health professional from the SCC to get their perspective about current concerns, advice, & resources/information about mental health.Let’s Talk can help when:You want to get more information on SCC servicesYou’re interested in resources in the community or on-campusYou have a brief consult question you’d like to ask a mental health professionalLet’s Talk is not for:Students having a mental health crisis or medical emergencyStudents wanting psychiatric services",Health & Wellness,2024-11-14T13:00:00-06:00,2024-11-14T14:00:00-06:00,Social
https://calendar.utdallas.edu/event/spark-sex-and-pornography-addiction-recovery-kit-process-group,Campus & Community,"SPARKis a supportive and nonjudgmental meeting place for students who are questioning or struggling with the ways they engage with sex and/or pornography. This group will hold space for students to process their concerns, define healthy sex for themselves, and build tools to help navigate distress. Whether this is an issue that’s recently come up or is something you have navigated for a long time, this group can help meet you where you are.Process groups are focused on the exploration and open processing and discussion of participants. Process groups are typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.For process groups, if you are not a current or recent client, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-14T13:00:00-06:00,2024-11-14T14:20:00-06:00,Social
https://calendar.utdallas.edu/event/attention-motivation-group,Campus & Community,"This group focuses on building skills for improving attention and focus in college settings, including lectures and studying, as well as in everyday life. Group members will also learn skills for increasing motivation to complete necessary tasks to be successful in college and life. The group will also serve as a support group for individuals who have been formally diagnosed with Attention-Deficit/Hyperactivity Disorder (ADHD) or for individuals who believe they are experiencing symptoms consistent with ADHD.Skills-based groups are focused on building skills to help improve one’s life and tend to be based around a theme or topic (e.g., learning coping skills, distress management, improved self-compassion, etc.). This group includes a combination of both learning skills and sharing about personal experiences.For skills-based groups, if you are not a current or recent client of the SCC, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-14T15:00:00-06:00,2024-11-14T15:50:00-06:00,Social
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/ancient-echoes-modern-voices-the-crow-collection-goes-beyond,"Arts & Performances,Campus & Community,Lectures & Workshops","The Crow Museum of Asian Art presents Ancient Echoes, Modern Voices: The Crow Collection Goes Beyond, in the new Asian art galleries of the Edith and Peter O'Donnell Jr. Athenaeum Phase I Museum. A seemingly simple phrase, Asian art invokes a complex and unwieldy category. To begin to define this field, Asia can be fixed geographically as it is the largest continent in terms of population and landmass- a region that is about thirty percent of the earth’s total land area. Besides geography, Asia can also be crystallized by its specific traits including language, culture, and history. However, due to shifting geo-political boundaries, its diverse cultures, and diaspora, Asian art is global. Through the founding of this new museum, the Crow collection defines Asia as endlessly diverse, and not of one place, time, or idea.To denote the overlapping circles of meaning, the Crow Galleries are not labeled according to the nation states of China, India, or Japan. Instead, themes that elicit important stories of cross-cultural contact and that are vital to specific Asia’scommunities are foregrounded. The artworks can be considered with these themes in mind or on their own. Through both vantage points, these artworks challenge visitors to contemplate and rethink their relationship to these objects compelling the questions of “what are the stories that are being narrated?” and, “what stories are absent?” Throughout the galleries, visitors and studentsare invited to honor these objects' histories and create new narratives alongside them.","Arts & Culture,Health & Wellness,Campus Life",2024-11-12T11:00:00-06:00,2024-11-12T17:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/OUTer-space-lgbtq-support-group,Campus & Community,"Drop-in mental health support group for LGBTQIA+ students who want to talk about validating and supporting others and themselves.These groups provide an opportunity for support from others who hold similar identities or life experiences. Participation is open and drop-in style, meaning members do not have to be current clients of the center, and you may attend meetings as often or as seldom as you like. Support groups are open to all UTD students, and no group screening is required. Please note support groups are not the same as therapy groups in that they are more focused on building community and peer support guided by a facilitator than in-depth therapeutic intervention.If you are not a current or recent client of the SCC, pleasefollow this link to complete the Groups & Workshops brief intaketo get started and note your interest in joining a support group. You’ll fill out a few forms with basic information for contact and data-collecting purposes only, and the Groups & Workshops Coordinator will reach out to you with the link or additional info to join the support group.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto get the link or instructions to join.",Health & Wellness,2024-11-15T14:00:00-06:00,2024-11-15T14:50:00-06:00,Social
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/ancient-echoes-modern-voices-the-crow-collection-goes-beyond,"Arts & Performances,Campus & Community,Lectures & Workshops","The Crow Museum of Asian Art presents Ancient Echoes, Modern Voices: The Crow Collection Goes Beyond, in the new Asian art galleries of the Edith and Peter O'Donnell Jr. Athenaeum Phase I Museum. A seemingly simple phrase, Asian art invokes a complex and unwieldy category. To begin to define this field, Asia can be fixed geographically as it is the largest continent in terms of population and landmass- a region that is about thirty percent of the earth’s total land area. Besides geography, Asia can also be crystallized by its specific traits including language, culture, and history. However, due to shifting geo-political boundaries, its diverse cultures, and diaspora, Asian art is global. Through the founding of this new museum, the Crow collection defines Asia as endlessly diverse, and not of one place, time, or idea.To denote the overlapping circles of meaning, the Crow Galleries are not labeled according to the nation states of China, India, or Japan. Instead, themes that elicit important stories of cross-cultural contact and that are vital to specific Asia’scommunities are foregrounded. The artworks can be considered with these themes in mind or on their own. Through both vantage points, these artworks challenge visitors to contemplate and rethink their relationship to these objects compelling the questions of “what are the stories that are being narrated?” and, “what stories are absent?” Throughout the galleries, visitors and studentsare invited to honor these objects' histories and create new narratives alongside them.","Arts & Culture,Health & Wellness,Campus Life",2024-11-12T11:00:00-06:00,2024-11-12T17:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/ancient-echoes-modern-voices-the-crow-collection-goes-beyond,"Arts & Performances,Campus & Community,Lectures & Workshops","The Crow Museum of Asian Art presents Ancient Echoes, Modern Voices: The Crow Collection Goes Beyond, in the new Asian art galleries of the Edith and Peter O'Donnell Jr. Athenaeum Phase I Museum. A seemingly simple phrase, Asian art invokes a complex and unwieldy category. To begin to define this field, Asia can be fixed geographically as it is the largest continent in terms of population and landmass- a region that is about thirty percent of the earth’s total land area. Besides geography, Asia can also be crystallized by its specific traits including language, culture, and history. However, due to shifting geo-political boundaries, its diverse cultures, and diaspora, Asian art is global. Through the founding of this new museum, the Crow collection defines Asia as endlessly diverse, and not of one place, time, or idea.To denote the overlapping circles of meaning, the Crow Galleries are not labeled according to the nation states of China, India, or Japan. Instead, themes that elicit important stories of cross-cultural contact and that are vital to specific Asia’scommunities are foregrounded. The artworks can be considered with these themes in mind or on their own. Through both vantage points, these artworks challenge visitors to contemplate and rethink their relationship to these objects compelling the questions of “what are the stories that are being narrated?” and, “what stories are absent?” Throughout the galleries, visitors and studentsare invited to honor these objects' histories and create new narratives alongside them.","Arts & Culture,Health & Wellness,Campus Life",2024-11-12T11:00:00-06:00,2024-11-12T17:00:00-06:00,"Social, Tutoring"
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/conversational-english-class,Campus & Community,"Want a place to practice your English? ICF offers Conversational English Classes to UTD international students and spouses. The format of the class will be small group discussions focused on pronunciation, vocabulary, speaking and listening. You will also be able to learn about American culture. These classes are offered weekly only in the fall and spring semesters. Registration is not required. You are welcome to attend anytime!A collaboration betweenInternational Christian Fellowship(ICF) andIntercultural Programs(ICP).Be Globally Engaged!Photo by fauxels |Pexels.com",Arts & Culture,2024-11-11T12:00:00-06:00,2024-11-11T13:30:00-06:00,Social
https://calendar.utdallas.edu/event/science-luncheon-series-with-jessica-kraft,Lectures & Workshops,Dr. Kraft will present Bridging the Gap: Integrating Clinical Trial Insights and Longitudinal Neuroimaging StudiesAll lectures will be hosted in a hybrid modality and streamed live via Microsoft Teams.Clickhereto join the event.Lunch will be provided for in-person attendance. To RSVP please emailcvlevents@utdallas.eduno later than the Wednesdaybeforethe lecture (RSVP is required for in-person attendance).,"Research,Science & Technology",2024-12-02T12:00:00-06:00,2024-12-02T13:00:00-06:00,"STEM, Tutoring"
https://calendar.utdallas.edu/event/copy-of-stressbusters-pizza-with-the-vp,Campus & Community,"Join Dr. Fitch, Vice President for Student Affairs, for some free pizza while you prepare for finals.",Campus Life,2024-12-02T12:00:00-06:00,2024-12-02T13:00:00-06:00,Social
https://calendar.utdallas.edu/event/resume_review_for_ms_supply_chain_management_and_management_science,,"Open to currently enrolled MS Supply Chain Management and MS Management Science students AND prospective students!Mondays, Wednesdays, and Thursdays from 2pm - 4pm in JSOM 3.409.Current studentsare encouraged to come by and talk over their resume and internship search strategies with their program director, or drop in if you have a question about your course schedule or an academic concern. No RSVP required; simply come to JSOM 3.409 on the dates/times listed in the event!If you would like to discuss your resume and internship search, please bring an internship job posting that you plan to apply to, along with your resume on your computer.Prospective studentsare welcome to come by and talk with the program director if they have any questions about the MS Supply Chain Management program or MS Management Science program, or simply want more information about careers they could have with the MS SCM or MS Management Science degree.",Career and Professional Development,2024-11-11T14:00:00-06:00,2024-11-11T16:00:00-06:00,"Career Development/Honors, Uncategorized"
https://calendar.utdallas.edu/event/gooey-creation-station,Campus & Community,Join the Student Organization Center on creating slime to destress before finals and watch Marcel the Shell with Shoes on!,Event Topic not found,2024-12-02T15:00:00-06:00,2024-12-02T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/creative-recovery,Campus & Community,The Center for Students in Recovery hosts an open student-led support group that gets together and participates in artistic projects to find creativity in recovery.No registration required. Walk-ins are always welcomedLocated in the CSR's office in SSB 4.500.,"Health & Wellness,Welcoming & Belonging",2024-11-11T16:00:00-06:00,2024-11-11T17:00:00-06:00,Social
https://calendar.utdallas.edu/event/graduate-student-support-group,Campus & Community,"Join us to discuss - challenges of being a graduate student, fears about immigration, imposter syndrome, loneliness, motivation, managing relationships with faculty, work-life balance, & more!These groups provide an opportunity for support from others who hold similar identities or life experiences. Participation is open and drop-in style, meaning members do not have to be current clients of the center, and you may attend meetings as often or as seldom as you like. Support groups are open to all UTD students, and no group screening is required. Please note support groups are not the same as therapy groups in that they are more focused on building community and peer support guided by a facilitator than in-depth therapeutic intervention.If you are not a current or recent client of the SCC, pleasefollow this link to complete the Groups & Workshops brief intaketo get started and note your interest in joining a support group. You’ll fill out a few forms with basic information for contact and data-collecting purposes only, and the Groups & Workshops Coordinator will reach out to you with the link or additional info to join the support group.If you are a current or recent client of the SCC, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto get the link or instructions to join.",Health & Wellness,2024-11-11T16:00:00-06:00,2024-11-11T17:20:00-06:00,Social
https://calendar.utdallas.edu/event/survivors-of-intimate-partner-violence-process-group-1006,Campus & Community,"Healing Together: Survivors of IPVprocess groupis a community open to any student who has experienced sexual or relationship harm, emotional or verbal abuse, sexual assault, sexual harassment, or stalking. A space to connect, reflect, and heal.Process groups are focused on the exploration and open processing and discussion of participants. Process groups are typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.For process groups, if you are not a current or recent client, pleasemake an appointmentto get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.If you are a current or recent client, reach out to our Groups & Workshops Coordinator atsccgroups@utdallas.eduto schedule a screening meeting.",Health & Wellness,2024-11-11T16:00:00-06:00,2024-11-11T16:50:00-06:00,Social
https://calendar.utdallas.edu/event/stressbusters-cardio-dance,Sports & Recreation,"Join the party! Cardio Dance is a fusion of Latin and international music and dance that creates a dynamic, effective cardio workout. These fun, easy routines feature interval aerobic training with a combination of fast and slow rhythms that tone and sculpt the body as you dance.",Health & Wellness,2024-12-02T17:15:00-06:00,2024-12-02T18:15:00-06:00,Social
https://calendar.utdallas.edu/event/brass-ensemble,"Arts & Performances,Campus & Community",Join us for a performance by the Brass Ensemble.Get connected.Join the Bass School mailing list.,"Arts & Culture,Welcoming & Belonging,Campus Life",2024-12-02T17:30:00-06:00,,Social
https://calendar.utdallas.edu/event/stressbusters-vinyasa-yoga,Sports & Recreation,"Vinyasa, is a breath‐initiated practice that connects one posture to the next in a flowing manner. Discover the challenge and joy that exists in each and every moment.",Health & Wellness,2024-12-02T17:45:00-06:00,2024-12-02T18:45:00-06:00,Social
https://calendar.utdallas.edu/event/stressbusters-strong-by-zumba,Sports & Recreation,"Strong Nation combines body weight, muscle conditioning, cardio, and plyometric training moves synced to original music that has been designed to match every single lunge, squat, and burpee. Maximize your burn with the ultimate 60 minute, four part music inspired HIT workout. Stop counting the reps and start training to the beat!",Health & Wellness,2024-12-02T18:30:00-06:00,2024-12-02T19:30:00-06:00,Social
https://calendar.utdallas.edu/event/stressbusters-evening-yoga,Sports & Recreation,"With this quiet & contemplative practice, we invite you to slow down and passively allow the deep connective tissues of the body to relax.",Health & Wellness,2024-12-02T19:30:00-06:00,2024-12-02T20:30:00-06:00,Social
https://calendar.utdallas.edu/event/join-the-get-aws-certified-associate-challenge-1212,,"Who Can Participate:UTD Students, Faculty & Staff.Why Participate:Build Credibility:Gain industry-recognized credentials from AWS.Grow Your Career:Enhance your skills and knowledge in AWS cloud services.Flexible Learning:Access digital, self-paced exam prep resources and hands-on training.Benefits:Trusted Content:Prepare with official AWS Certification Practice resources.Exam Discount:Receive a50% discount voucherfor your exam.Community Support:Engage with AWS experts and peers through live Twitch training sessions.Deadline:Register here!Register for the challenge byDecember 12, 2024.Complete your exam byDecember 12, 2024to use your discount voucher.Don’t miss this opportunity to advance your AWS cloud career!Registertoday and start your journey towards becoming AWS Certified.Have questions? Check out theAWS Community Postor theFAQ page!","Science & Technology,Career and Professional Development",2024-11-10T00:00:00-06:00,2024-11-10T00:00:00-06:00,"Career Development/Honors, STEM, Uncategorized"
https://calendar.utdallas.edu/event/iweek25-registration-for-passport-to-the-world-or-global-talent-show,"Campus & Community,Arts & Performances","iWeek 2025is scheduled from February 17 to 21, 2025! iWeek is a week of intercultural focused programs and events that showcase international culture through food, music, performance art and much more. iWeek is sponsored by Intercultural Programs in collaboration with campus and community partners.You are welcome to register your student organization  or individual participation inPassport to the Worldand/orGlobal Talent Showfrom November 4 to December 6.Passport to the Worldis an expo of cultures featuring food samples, music, dance demos, etc. and scheduled on Monday, February 17.Global Talent Showis a showcase of culture through performance art and scheduled on Friday, February 21. Auditions will be held on January 31, between 2-5pm.Be Globally Engaged!Photo byPhil DesforgesonUnsplash",Event Topic not found,2024-11-11T08:00:00-06:00,2024-11-11T17:00:00-06:00,"Social, Uncategorized"
https://calendar.utdallas.edu/event/global-family-cafe,Service & Volunteering,"Global Family Cafe is a welcoming space for everyone, including F2 and J2 spouses and families of all ages.  Join us in a warm,interculturalenvironment where family members can gather and share their cultures and experiences over conversation. These gatherings are offered weekly only in the fall and spring semesters. Registration is not required. You are welcome to attend anytime!A collaboration betweenInternational Christian Fellowship(ICF) andIntercultural Programs(ICP).Be Globally Engaged!Disclamair: The University of Texas at Dallas Intercultural Programs and International Christian Fellowship will not take custodial responsability of minors while participating in Global Family Cafe. Custodial responsability will remain with teachers K-12, parents, legal guardians, and chaperones.Photo by RDNE Stock project |Pexels.com",Arts & Culture,2024-11-12T09:30:00-06:00,2024-11-12T11:30:00-06:00,"Career Development/Honors, STEM, Social"
https://calendar.utdallas.edu/event/comet-cap-decorating-party,Campus & Community,"Come celebrate the milestone of graduating by decorating your graduation cap! Decorating supplies will be provided, and senior t-shirts will be available while supplies last.",Campus Life,2024-12-03T10:00:00-06:00,2024-12-03T14:00:00-06:00,Social
https://calendar.utdallas.edu/event/mock-visa-interview-appointments-25,Meetings & Conferences,"The ISSO understands the difficulties and misunderstandings many students face so we want to promote readiness and encourage students to apply for the visa interview as soon as possible in order for them to arrive for their program on time.To schedule a 1:1 appointment (20 minutes), click here:Mock Visa Interview AppointmentDecember 3 from 10-11:00amTo join a group session for your region, click here:Mock Visa Interview Group SessionNovember 5 from 10-10:30am (Asia)November 12 from 10-10:30am (Central and South America)November 19 from 10-10:30am (OPEN TO ALL)December 17 from 10-10:30 am (OPEN TO ALL)",Welcoming & Belonging,2024-11-12T10:00:00-06:00,2024-11-12T10:30:00-06:00,"Career Development/Honors, Social"
https://calendar.utdallas.edu/event/bagels-buttons-FY25,Campus & Community,"Take a break from studying for finals. Join the Center for Students in Recovery at our Stressbusters: Bagels & Buttons event! Make your own button, enjoy a bagel, and relax with fellow Comets!Event will take place on Tuesday, December 3rd from 10am-12pm at the VCB Atrium. No registration is required.","Health & Wellness,Welcoming & Belonging,Campus Life",2024-12-03T10:00:00-06:00,2024-12-03T12:00:00-06:00,Social
