name,description,url,start_date,end_date,image,categories,location_name,location_address
Mystical Arts of Tibet: Meditation for Focus and Stress Relief,"Meditation for Focus and Stress Relief Meditation is an important technique for quieting the mind and establishing an inner basis of clarity and well-being. It allows us to relax from within the core of our spirit, and better understand the processes that make up our life. Some meditative techniques aim at strengthening inner qualities that are important life forces; others aim at eliminating inner negativities and habitual patterns.

Join us for this lecture where monks will illuminate the benefits of meditation through guided practice and insightful discussion, offering practical techniques to enhance concentration, reduce stress, and cultivate emotional balance in everyday life. Whether you're new to meditation or looking to deepen your practice, this session provides a meaningful opportunity to learn from an authentic Tibetan Buddhist tradition.

Free with registration. 

Register",https://calendar.utdallas.edu/event/mystical-arts-of-tibet-meditation-for-focus-and-stress-relief,2025-11-13 17:30:00,2025-11-13 18:30:00,https://localist-images.azureedge.net/photos/50296972519378/huge/3c514a2463a3688f79bd4e51f03840eb8aa456e2.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Somatic Yoga,"This class begins with a soothing breathing exercise to center the mind, followed by a series of gentle yoga poses that promote relaxation and release tension. As you move through the practice, you’ll be encouraged to fully let go, allowing for a profound sense of peace and emotional clarity. With a low-intensity flow, this class is perfect for those seeking a tranquil, mindful experience to restore balance and promote overall well-being.",https://calendar.utdallas.edu/event/somatic-yoga-1888,2025-11-13 17:30:00,2025-11-13 18:30:00,https://localist-images.azureedge.net/photos/50580762741522/huge/d5c55d16c9a86a8ee27fa94dafd2975e7dcbd755.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
The Early Edge: Essentials for Growing Minds,"Parenting isn’t one-size-fits-all—and we’re here to support your unique journey. Join our dynamic new series where University experts team up with real parents to explore science-based strategies for the challenges you face every day. From picky eating and screen time battles to nurturing your mental health and your child’s curiosity, we’ll cover it all. Designed for parents of children ages 0 to 10, each session blends expert insights with small group discussions so you’ll leave feeling informed, empowered, and connected. Children are welcome to attend and engage in activities with our college students.

$15 per session or $90 for the series. Snacks and drinks, including wine, included! Register to attend at https://alumni.utdallas.edu/connect/events/view/?entry=3698

Thursday, November 13, 2025 (Center for Children and Families, CRA 12.120) – with Dr. Candice Mills
“Critical Thinking for Curious Minds”

Wondering how to talk to your child about Santa, Elsa, Bluey, and other beloved characters? This session explores ways to navigate conversations that spark curiosity, promote early thinking skills and build emotional resilience.

*We request that children are not present for this session due to the sensitive nature of the topic.",https://calendar.utdallas.edu/event/the-early-edge-essentials-for-growing-minds-9388,2025-11-13 18:00:00,2025-11-13 19:30:00,https://localist-images.azureedge.net/photos/31210051577694/huge/b24f7573e180170728982a3d0d76549bf63be1b4.jpg,Campus & Community,Callier Center Richardson Addition (CRA),"2895 Facilities Way, Richardson, TX 75080"
Body HIIT,"Crush your workout in just 30 minutes with Body HIIT—an intense, high-energy session focused on high-intensity interval training and dynamic bodyweight movements to boost strength, endurance, and athletic performance. Join with this class for a fast-paced, results-driven workout that’s perfect for all fitness levels.",https://calendar.utdallas.edu/event/body-hiit-3628,2025-11-13 18:45:00,2025-11-13 19:45:00,https://localist-images.azureedge.net/photos/50580798982257/huge/1caae16f96fa6c99c582819d61115fee8ba6a58c.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Core Crush,"This class is focused on strengthening your core in just 30 minutes. This class targets your abs, obliques, and lower back with a combination of bodyweight exercises, stability work, and dynamic movements. Whether you’re looking to improve posture, enhance stability, or increase overall strength, this quick yet effective workout will leave you feeling strong and energized.",https://calendar.utdallas.edu/event/core-crush-2759,2025-11-13 20:45:00,2025-11-13 21:15:00,https://localist-images.azureedge.net/photos/50580317365275/huge/3e049a2dba314c0f0abfc7d8f73ddec78f6774cf.jpg,Sports & Recreation,Recreation Center West,"800 W. Campbell Road, Richardson, Texas 75080-3021"
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses 2nd 8-Week Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_2nd_8-week_session,2025-11-14 00:00:00,2025-11-14 00:00:00,https://localist-images.azureedge.net/photos/45940975141579/huge/59ac987df72c1535348116d9d203ca2ae8b60eed.jpg,Career Development,,
Groundbreakers: Post-War Japan and Korea from the DMA Collection,"September 6, 2025 - July 26, 2026

Groundbreakers brings together artists who played with materiality, space, and performance in postwar Japan and Korea after the 1950s. Moving beyond the hand, some artists used unexpected parts of their bodies to make their marks: Shiraga painted with his feet and Matsutani used his mouth to create vinyl bubbles. By extension, their bodily performances became part of their art. The objects and paintings themselves are testaments to the ephemeral nature of their energetic performance.

Other artists of this period upended the implement of the brush by pouring directly onto the canvas or experimented further with materiality by using different mediums, such as tin. Proponents of three art movements—Mono-ha, Dansaekhwa, and Gutai—rigorously interrogated and explored artistic performances, playful use of materials, experimentations with new techniques, a commitment to direct gestures, and a reorientation of subject and object. Through it all, the very process and stages of presenting objects became as important as the final art form.

A common visual thread amongst these artists is a commitment to abstraction and minimalism. These art forms of painting, sound, and installation are meant to be participatory, expanding how the viewer interacts with works of art. Challenging traditional ideas of art, each object is a transformative site that discourages passive looking. In the case of Takamatsu’s Cube 6 + 3, which greets visitors at the entrance of the exhibition, the artist’s simple application of lines onto a three-dimensional cube alters our perception of space and depth.

Two contemporary artists, Tatsuo Miyajima and Do Ho Suh, are positioned as means to provoke a dialogue and conversation about the antecedents and legacy of performance art for contemporary artists and its twin accompaniment the viewer/participant.

This exhibition is organized by The University of Texas at Dallas in collaboration with The Dallas Museum of Art.

On view at the Edith and Peter O'Donnell Jr. Athenaeum.

Athenaeum hours: 11 a.m. to 5 p.m. Tuesday through Sunday. Free admission.",https://calendar.utdallas.edu/event/groundbreakers-post-war-japan-and-korea-from-the-dma-collection,2025-11-14 00:00:00,2025-11-14 00:00:00,https://localist-images.azureedge.net/photos/50772630622979/huge/b1a3716bb05a7d101fc8a3772df1465382a31ff4.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Make an appointment for Library Consultation,"McDermott Librarians are available for a one-on-one consultation anytime you need. If you're stuck starting on, or finishing, a research project and want advice from one of our subject specialists, you've come to the right place! Librarians are available for appointments Monday-Friday 9am to 5:30pm. Use this link to Request an Appointment.  We can meet in person or online.",https://calendar.utdallas.edu/event/make-an-appointment-for-library-consultation,2025-11-14 09:00:00,2025-11-14 23:00:00,https://localist-images.azureedge.net/photos/50267709716456/huge/19d2111d899144cda1aca8e73a5c94843e3f0609.jpg,Campus & Community,Eugene McDermott Library (MC),"800 W. Campbell Road, Richardson, Texas 75080-3021"
10th Annual Bioengineering Undergraduate Poster Competition,"Join us for the 10th Annual BMEN Undergraduate Poster Competition!

 

Date: November 14, 2025

Location: BSB Atrium 

 

Be part of this exciting event featuring remarkable research work by our talented undergraduate students. Don't miss this opportunity to witness groundbreaking ideas and engage with some of the brightest minds in the field.",https://calendar.utdallas.edu/event/10th-annual-bioengineering-undergraduate-poster-competition,2025-11-14 09:30:00,2025-11-14 12:00:00,https://localist-images.azureedge.net/photos/49984137173010/huge/b37ccdbbfa1599daad576e867b04abb04551ca65.jpg,Lectures & Workshops,Bioengineering and Sciences Building (BSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
DBT-U (Dialectical Behavioral Therapy for University Students) ,"DBT-U is an open, eight-week, hybrid process- and skills-based group for students to learn and develop coping skills and strategies to improve individual functioning. This group is specifically for clients who have difficulties in emotion regulation, interpersonal difficulties, and pattern of crisis. Group members learn topics related to mindfulness skills, interpersonal effectiveness and communication strategies, emotion regulation, and distress tolerance skills in a structured and supportive learning environment. Each group consists of a brief mindfulness exercise, check-in/introductions, introduction of new skills, discussion/experiential practice and assignment of practice exercise and check-out.
 

Hybrid skills/process groups are focused on the exploration and open processing and discussion of participants. Hybrid skills/process groups are led by one of our therapists and typically more open-ended and less structured around a specific lesson or topic for the day, though new skills and strategies are often a topic of discussion. Clients are required to complete a group screening to assess whether the group matches their needs and interest.

For Hybrid skills/process groups, if you are not a current or recent client, please make an appointment to get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.

If you are a current or recent client, reach out to our Groups & Workshops Coordinator at sccgroups@utdallas.edu to schedule a screening meeting.",https://calendar.utdallas.edu/event/dbt-u-group,2025-11-14 10:00:00,2025-11-14 10:50:00,https://localist-images.azureedge.net/photos/50544419294003/huge/905e63cc6d5fbf25bab8fc11275d64f176146283.jpg,Career Development,,
ECE Faculty Meeting,ECE Faculty Meeting,https://calendar.utdallas.edu/event/ece-faculty-meeting-2984,2025-11-14 10:00:00,2025-11-14 11:30:00,https://localist-images.azureedge.net/photos/31829394105275/huge/d891e648d7dc4a4b99cec45487bbab8f010b8c3c.jpg,Lectures & Workshops,ECSS ,
Fuel Up Friday,"The goal of Fuel Up Friday is to educate students on the key components of a balanced snacks (complex carbs, protein, healthy fats), how these snacks can make us feel, and how snacks can affect our focus, mood and fullness.",https://calendar.utdallas.edu/event/fuel-up-friday-3204,2025-11-14 10:00:00,2025-11-14 12:00:00,https://localist-images.azureedge.net/photos/50225960077975/huge/fcf567109903375ff3d8a97721ea2950b1c71555.jpg,Campus & Community,Student Union (SU),"800 W. Campbell Road, Richardson, Texas 75080-3021	"
S.T.A.R.S. – Supportive Tabletop Alliance for Recreation and Socialization ,"Join us for a growing initiative from the UTD Student Counseling Center: the S.T.A.R.S. (Supportive Tabletop Alliance for Recreation and Socialization) gaming community! Since Spring 2025, we have been offering students the chance to join in fun, connection, and adventure through the world of Dungeons & Dragons and other tabletop role-playing games.

We have multiple groups running through the semester in a wide variety of times and days!

Students: Are you ready to become part of a team and embark on epic adventures with your fellow students? Through S.T.A.R.S., we have created a safe, supportive space for students to explore new identities, share experiences and have fun together without any pressure or agenda. No, this isn’t a sneaky therapy session! It’s all about building community through fun.

Faculty and Staff: We’re seeking staff and faculty members who are interested in volunteering as Dungeon Masters to lead our game campaigns. No prior experience is required - just a passion for storytelling and a willingness to help create a fun and inclusive experience. The Student Counseling Center will provide all the training and orientation you need to lead the adventures!

If you’re interested in joining, we encourage you to fill out this brief survey to share your availability and help grow and shape this exciting new community.

Survey Link: https://utd.link/STARS 

If you’d like to get involved or have any questions, please reach out to us at supportivegamers@utdallas.edu.",https://calendar.utdallas.edu/event/stars-supportive-tabletop-alliance-for-recreation-and-socialization,2025-11-14 10:00:00,2025-11-14 20:00:00,https://localist-images.azureedge.net/photos/50535208795278/huge/da42af413367e33c953da177422066191ca7798c.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Workshop II: Enhancing Intercultural Competence,"Intercultural Programs (ICP) will offer the Intercultural Competence Workshop II to SA Professional Staff to reflect and apply the concepts presented and discussed in Workshop I (Introduction to Intercultural Competence) by increasing awareness of differing values and becoming more aware of commonalities and differences in a cultural context. The session will provide tools to participants to be more effective serving UT Dallas community, especially students, and cooperating with other SA colleagues. 

SA Professionals will 1) identify beliefs, attitudes, and values in cultural context, 2) articulate personal and cultural values, 3) increase cultural self-awareness, 4) see into 'the experience of someone else,' 5) accept the reality and challenges of differences. 

The workshop is designed for no more than thirty (30) SA Professionals. SA Professionals who participated in Intercultural Competence Workshop Level I, will receive an outlook invite from ICP.  

Be Globally Engaged!

Photo by Fernando @cferdophotography on Unsplash.",https://calendar.utdallas.edu/event/Fall25-workshop-ii-enhancing-intercultural-competence,2025-11-14 10:00:00,2025-11-14 11:30:00,https://localist-images.azureedge.net/photos/50773248057645/huge/7ebff0314aa1da9cfcba5e0e5a045af186d85f07.jpg,Lectures & Workshops,SSA 12.471,"800 W. Campbell Road, Richardson, Texas 75080-3021	"
CCF Works in Development,"At the CCF Works in Development Series, projects and ideas among CCF faculty and graduate students are discussed.

This session will focus on PhD student research project presentations.

Light refreshments will be provided.",https://calendar.utdallas.edu/event/ccf-works-in-development-4885,2025-11-14 11:00:00,2025-11-14 12:00:00,https://localist-images.azureedge.net/photos/33618786322864/huge/78eba79c907d34e785902257c628a311f68c052e.jpg,Meetings & Conferences,Callier Center Richardson Addition (CRA),"2895 Facilities Way, Richardson, TX 75080"
Mystical Arts of Tibet: Mandala Sand Painting,"Tuesday, November 11 - Friday, November 14, 11am-5pm

Tibetan Buddhist Monks from the Drepung Loseling Monastery return to the Crow Museum on the campus of UT Dallas for a week-long residency to construct a magnificent Tantric Buddhist mandala sand painting. Using traditional metal funnels called chak-pur, millions of grains of crushed marble are painstakingly laid into place in this ancient spiritual art form to generate energies for global healing.

Throughout the week, visitors are invited to stop by and observe this sacred practice, witness the mandala’s intricate evolution, and reflect on the themes of compassion, impermanence, and the interconnectedness of all life.

As the monks from Drepung Loseling Monastery create a traditional mandala nearby, visitors of all ages are invited to take part in a hands-on Community Sand Painting experience. This collaborative experience offers a unique opportunity to explore the meditative and creative practice of sand painting while expressing ideas that resonate with our own community. Whether you're a student, a family, or simply curious, this is a chance to connect and reflect on the themes of the mandala—impermanence, mindfulness, and shared purpose.

Community Sand Painting Contest
UT Dallas students are invited to submit an original design for this year’s Community Sand Painting, which will be brought to life by visitors throughout the week-long Mystical Arts of Tibet residency. The design should reflect the spirit and creativity of the UT Dallas Comet community while also drawing inspiration from traditional Tibetan mandala design principles, such as balance, symmetry, and symbolic representation of harmony and interconnectedness.

The contest winner will be contacted the week of November 3 and will be expected to sketch their design onto the 3x3’ sand painting base on Monday, November 10 between the hours of 9:00 a.m. and 5:00 p.m. The winner will receive a Crow Museum goodie bag filled with museum merchandise and surprises. 

DEADLINE: 5:00 p.m., Monday, October 27, 2025

Submit a design",https://calendar.utdallas.edu/event/mystical-arts-of-tibet-mandala-sand-painting,2025-11-14 11:00:00,2025-11-14 17:00:00,https://localist-images.azureedge.net/photos/50297057251905/huge/550159a25301d062cf49c95aef0b6bbce3df295b.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Spirit Friday Lunch @ DHW,"Wear your orange and green UTD spirit wear every Friday and eat lunch at Dining Hall West for only $7 (tax included). 

Admission to the event requires a swipe or a purchased meal at Dining Hall West.",https://calendar.utdallas.edu/event/spirit_friday_dhw_3298,2025-11-14 11:00:00,2025-11-14 15:00:00,https://localist-images.azureedge.net/photos/43961149404344/huge/b6d30c2c3c4cb789969754470bb4a9b157603e9f.jpg,Campus & Community,Dining Hall West,"800 W. Campbell Road, Richardson, Texas 75080-3021"
MRI Biomarkers for Vascular Cognitive Impairment and Dementia — Frontiers of BrainHealth Lecture,"Register for free ↗

Friday, November 14 @ 12:00 p.m. CST

MRI Biomarkers for Vascular Cognitive Impairment and Dementia

Hanzhang Lu, PhD
Johns Hopkins School of Medicine, Radiology and Radiological Science

Brain imaging provides an important opportunity for diagnosis, prognosis and treatment monitoring in vascular cognitive impairment and dementia (VCID). In this talk, Dr. Hanzhang Lu discusses a potential framework of biomarkers for the classification of vascular cognitive impairment and dementia (VCID), specifically describing cerebrovascular reactivity (CVR), an important physiological parameter of vascular health, as a candidate biomarker in small vessel disease related VCID. Read more.

Talks are hybrid. Registrants receive updates, online access to live talks and recordings after each event. Season registration is free of charge. Register for the season to enjoy as many talks as you are able. No registration is needed to attend in person.

About This Series

Talks take place off of main campus, inside Center for BrainHealth's Brain Performance Institute (near Love Field Airport). This research-focused series invites scientists to share their discoveries with students, other brain health researchers and curious members of the public. All are welcome, but please note that these lunchtime lectures are heavily science-focused and are not necessarily intended for a lay audience.

​​​​​​Center for BrainHealth
2200 West Mockingbird Lane
Dallas, TX 75235

The host for this event is Bart Rypma, PhD.",https://calendar.utdallas.edu/event/frontiers-of-brainhealth-fall-2025-lu,2025-11-14 12:00:00,2025-11-14 13:00:00,https://localist-images.azureedge.net/photos/50647367592236/huge/382c792a6bad7f3b0d582034cfc52a303ccd0cb8.jpg,Lectures & Workshops,Center for BrainHealth,"2200 West Mockingbird Lane Dallas, TX 75235"
Circuit Blast,"A fast-paced, 45-minute circuit training class that combines strength, cardio, and functional movements at rotating stations to deliver a full-body workout. Designed to keep you moving and challenged, each station targets different muscle groups using a mix of equipment like dumbbells, kettlebells, battle ropes, and bodyweight exercises. You’ll cycle through timed intervals with short rest periods, building endurance, strength, and agility. Perfect for all levels, no two classes are the same-just show up and crush it one station at a time.",https://calendar.utdallas.edu/event/circuit-blast-8888,2025-11-14 12:15:00,2025-11-14 13:00:00,https://localist-images.azureedge.net/photos/50580825007759/huge/c939fc732fa476e956d4fcd171f6643a5daec1bd.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Artistic exchange and community building at a studio-turned-museum: The Elisabet Ney Museum’s Engagement in the 21st century,"Keeping true to its original mission and the historicity of the location and collection- the staff of the Elisabet Ney Museum, artists and researchers continue to navigate the challenges of producing engaging events and effectual curatorial programming. With this panel, researchers, museum staff, and local artists consider the trajectories of influence and significance that the Elisabet Ney Museum has to offer as Texas’ first artist studio into the 21st century.

PANEL SPEAKERS

Jacquelyn Delin McDonald

Dr. Jacquelyn Delin McDonald is an art historian whose research focuses on art and its historicity from German-speaking countries, sculptural types, American art, and women artists during the long nineteenth and twentieth centuries. Her current book project involves the study of German-American sculptor Elisabet Ney. She has published on Ney as well as the ‘sculptress phenomenon’ of the late-nineteenth century. She is currently a Lecturer at the University of Texas at Dallas, as well as an adjunct faculty member at Texas Christian University, and the University of North Texas. She also assists the Elisabet Ney Museum as a research consultant when the opportunity arises! She has held fellowships with the U.S. Capitol as well as the Edith O’Donnell Institute of Art History. 

Lindsay Barras

Lindsay, originally from Houston, has been at the Ney for 17 years, starting as a Gallery Attendant. After receiving a BFA from the Kansas City Art Institute, she worked in the arts sector in London and San Francisco. She received her Master’s Degree in Art Education from UT Austin with a focus in Museum Education. She has experience developing programs that center around visual literacy and portraiture as well as planning large-scale community events. She’s a vital part of the museum’s engagement efforts, effectively serving as the museum’s Education Coordinator. 

Jade Walker

Jade Walker is a sculptor and an active member of the arts community living in Austin, Texas. She received her BFA from the University of Florida and her MFA from the University of Texas at Austin. Walker held the position of Executive Director at the Visual Arts Center in the Department of Art and Art History at the University of Texas for over a decade. She also served as Director of Austin Art Alliance Austin and held the position of studio manager for artist Deborah Roberts. In the past, she participated in the City of Austin’s Art in Public Places as a panel member as well as steering committee member for The Art Galleries at Black Studies at The University of Texas.  She currently serves on the board of Austin Art Alliance and Fusebox. Since 2022, she has led the Elisabet Ney Museum as Director and Curator, managing the museum and historic grounds as well as moving the museum through a new interpretive plan with MuseWork, large capital improvement project with the City of Austin, and a rehabilitation plan for the landscape with Catherine O’Connor and Ten Eyck Landscape Architects. 

Renee Lai

Renee Lai is an Asian American artist working in painting and drawing. Her latest body of work explores the self in relation to boundaries in the landscape. Lai draws on her longstanding interest in landscape to help her shape her compositions and to understand our relationship to the world. Lai graduated with her MFA in Studio Art: Painting and Drawing from the University of Texas at Austin in 2019. Lai has an undergraduate degree in English and Studio Art with Honors from Dartmouth College, and she also studied painting at the New York Studio School. Lai has been an artist in residence at Vermont Studio Center, the Line hotel (Texas), and Monson Arts Center (Maine). Lai has exhibited nationally and internationally, most recently with solo shows at the Elisabet Ney Museum and GrayDuck Gallery. 

Rosa Nussbaum

Rosa Nussbaum is a visual artist who works at the intersection of performance and sculpture with an emphasis on interactivity and digital technologies. Their work speculates on queer, feminist alternatives to the systems of power under which we live. In their work, they use storytelling and humour to make difficult topics approachable. 

Rosa had exhibited internationally including showing work with Residency Unlimited New York, the Hiroshima MoCA and Glasgow International. Their most recent exhibition Housewives of the Queer Hearth is an interactive media installation exploring a speculative vision of queer feminist architecture and urban planning, in collaboration with fellow artist Kevin Brophy, showcasing the work of other queer and gender non-conforming artists.

They are currently a PhD candidate at the University of Melbourne, Australia and hold an MFA in Studio Art: Transmedia from the University of Austin at Texas.",https://calendar.utdallas.edu/event/continuing-artistic-exchange-and-community-building-at-a-studio-turned-museum-the-elisabet-ney-museums-engagement-in-the-21st-century,2025-11-14 13:00:00,2025-11-14 14:30:00,https://localist-images.azureedge.net/photos/50667327467024/huge/b570267ed95c35d5193246e479ce64ead8670d34.jpg,Lectures & Workshops,Edith O'Donnell Arts & Technology Building (ATC),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Find Us Fridays,"Treat yourself at the end of the week with a wholesome snack (while supplies last), and explore the recreational resources available in the Center for Students in Recovery’s lounge! Students can enjoy a snack, drink coffee, do some coloring, play board games and puzzles—and even try out our Wii!

'Find Us Fridays' will take place every Friday this fall semester from 1:00pm-3:00pm in SSB 4.500.

For any questions, please email recovery@utdallas.edu.",https://calendar.utdallas.edu/event/find-us-fridays,2025-11-14 13:00:00,2025-11-14 15:00:00,https://localist-images.azureedge.net/photos/50842942289484/huge/bc7b797295645451d3e4e84560c9a413bdb40459.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Session 3 - Teaching Online in the Age of AI: A Three-Part Series,"Session 3: Assessing Student Learning in an AI Landscape
Facilitated by Dr. Carol Cirulli Lanham, Associate Director

Friday, Nov. 14
1 to 2 pm.

Microsoft Teams

Rethink traditional assessments and explore alternatives that emphasize process, critical thinking, and creativity. Includes tips for using learning management system (LMS) tools to support new assessment approaches.

This three-part series is designed for faculty who teach hybrid or asynchronous online courses and are navigating the impact of generative artificial intelligence (AI) on their teaching. As AI tools become more accessible to students, instructors are rethinking how they design assignments, assess learning and uphold academic integrity in virtual classrooms.

Faculty, staff, graduate students and postdoctoral researchers are welcome to join.

Participating in the session may fulfill part of the requirements for the Graduate Teaching Certificate and Postdoctoral Teaching Certificate programs.",https://calendar.utdallas.edu/event/session-3-teaching-online-in-the-age-of-ai-a-three-part-series,2025-11-14 13:00:00,2025-11-14 14:00:00,https://localist-images.azureedge.net/photos/50763064378186/huge/25b5e88d03957c59bb20341b7d986932108ea540.jpg,Career Development,,
Comet Cycle,"This high energy indoor cycle class blends dynamic cycling with rhythmic, full-body choreography for a workout that’s as fun as it is intense. Throughout the class, you’ll be taken on a journey of sprints, climbs, and dynamic intervals, all while incorporating choreographed upper body movements that tone and sculpt. The fusion of cycling and dance-inspired moves will challenge your coordination, stamina, and strength, providing a total body workout that feels like a party on a bike.",https://calendar.utdallas.edu/event/comet-cycle-8290,2025-11-14 13:30:00,2025-11-14 14:30:00,https://localist-images.azureedge.net/photos/50580848273993/huge/30c4831918f5a1ddd60a194846de12bb1e252e06.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
F-1 On Campus Employment Workshop,"Immigration and Career Center information for F-1 campus employment. Registration required, max of 30 people per workshop. Registration opens 30 days in advance:  https://outlook.office365.com/book/ISSOAdvisingTeam@utdallas.edu/s/TkJgHHs9D02sqYOFUyP3pQ2",https://calendar.utdallas.edu/event/f-1-on-campus-employment-workshop-8675,2025-11-14 14:00:00,2025-11-14 15:00:00,https://localist-images.azureedge.net/photos/45940807258206/huge/3c04ba2a9fcbf914c51004ba43c9022b948b065c.jpg,Lectures & Workshops,Student Services Building Addition (SSA),"800 W. Campbell Road, Richardson, Texas 75080-3021	"
Jonsson School: Interview Etiquette ,"“Lasering in on-the-Job interview”

Learn what to expect in the whole interview process including the prescreening interview and technical interviews.",https://calendar.utdallas.edu/event/ecs3-interview-etiquette,2025-11-14 14:00:00,2025-11-14 15:00:00,https://localist-images.azureedge.net/photos/50400038479948/huge/5442882860b15a9194f5cb218afa0be7c04842b9.jpg,Career Development,Engineering and Computer Science South (ECSS),"800 W. Campbell Road, Richardson, Texas 75080-3021"
OUTer Space - LGBTQ+ Support Group (Graduate Students),"Drop-in mental health support group for LGBTQIA+ students who want to talk about validating and supporting others and themselves.

 

To join, simply come to SSB 4.600 to check in and join us at the start time. If you’d like reminders and an easier check-in, you can also message us at sccgroups@utdallas.edu to be added to the roster.

These groups provide an opportunity for support from others who hold similar identities or life experiences. Participation is open and drop-in style, meaning members do not have to be current clients of the Student Counseling Center, and you may attend meetings as often or as seldom as you like. Support groups are open to all UTD students, and no group screening is required. Please note support groups are not the same as therapy groups in that they are more focused on building community and peer support guided by one of our therapists than in-depth therapeutic intervention.",https://calendar.utdallas.edu/event/OUTer-space-lgbtq-support-group-grads,2025-11-14 14:00:00,2025-11-14 14:50:00,https://localist-images.azureedge.net/photos/50544461630166/huge/b3888efd88fcabfd7e715cd0d09f0d68179b82d7.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
SPARK (Sex and Pornography Addiction Recovery Kit) #2,"SPARK is a supportive and nonjudgmental meeting place for students who are questioning or struggling with the ways they engage with sex and/or pornography. This group will hold space for students to process their concerns, define healthy sex for themselves, and build tools to help navigate distress. Whether this is an issue that’s recently come up or is something you have navigated for a long time, this group can help meet you where you are.

Process groups are focused on the exploration and open processing and discussion of participants. Process groups are led by one of our therapists and typically more open-ended and less structured around a specific lesson or topic for the day. Clients are required to complete a group screening to assess whether the group matches their needs and interest.

For process groups, if you are not a current or recent client, please make an appointment to get started and note your interest in group therapy. You’ll complete intake paperwork and have a 30-minute “IC” (individual consultation) with one of our therapists, and then get scheduled for a brief screening meeting with the group’s leader.

If you are a current or recent client, reach out to our Groups & Workshops Coordinator at sccgroups@utdallas.edu to schedule a screening meeting.",https://calendar.utdallas.edu/event/spark-sex-and-pornography-addiction-recovery-kit-2,2025-11-14 14:00:00,2025-11-14 15:20:00,https://localist-images.azureedge.net/photos/50544288712355/huge/ad313c1b722fe72f2b1889efbac8cb8e867d7d04.jpg,Campus & Community,Student Services Building (SSB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
