Prefix,Course Code,Course Name,Description,College
GST,GST4360,GST4360,,School of Interdisciplinary Studies
GST,GST4379,GST4379,,School of Interdisciplinary Studies
GST,GST4381,GST4381,,School of Interdisciplinary Studies
GST,GST4382,GST4382,,School of Interdisciplinary Studies
GST,GST4V80,GST4V80,,School of Interdisciplinary Studies
HLTH,HLTH1100,"HLTH 1100 Career Explorations for the Health Professions (1 semester credit hour) Centered on guest speakers, this one hour course aims to develop a holistic approach for healthcare and to explore the realities of various health professions. Students will investigate many options for present and next-generation health careers, and learn what courses and activities will open doors to their areas of interest. Appropriate for any level student. Prerequisite", Healthcare Studies Majors only. (1-0) Y,School of Interdisciplinary Studies
HLTH,HLTH1301,HLTH1301,,School of Interdisciplinary Studies
HLTH,HLTH1322,HLTH1322,,School of Interdisciplinary Studies
HLTH,HLTH3101,HLTH3101,,School of Interdisciplinary Studies
HLTH,HLTH3300,"HLTH 3300 Pre-Health Professional Development (3 semester credit hours) This course will introduce students to the concept of professionalism within a healthcare context including issues of appropriate personal attributes and expectations, ethical decision making, interpersonal communication, and self-appraisal. It will also have an overview of the history of medicine in the U.S., and examination of current issues in healthcare and discussions about personal enrichment through research, clinical activities, and study abroad experiences. Prerequisite", Must be a Junior or Senior Healthcare Studies major. (3-0) Y,School of Interdisciplinary Studies
HLTH,HLTH3301,HLTH3301,,School of Interdisciplinary Studies
HLTH,HLTH3305,HLTH3305,,School of Interdisciplinary Studies
HLTH,HLTH3306,HLTH 3306 Gender in Healthcare (3 semester credit hours) The course addresses the significance of gender in many aspects of healthcare. Topics may include," gender in research, differential disease presentations, medications, diet, and treatments. Gender demographics and gender identification will be addressed as well as violence in the home and in the hospital setting. The prerequisite for the course is the completion of a core science course. (3-0) R",School of Interdisciplinary Studies
HLTH,HLTH3310,HLTH 3310 Health Care Issues," Global Perspectives (3 semester credit hours) This course examines the social and political aspects of global healthcare issues. Stressing principles of cultural competence, we will examine varying meanings of ""health"" as well as the range of factors that encourage the health of some and deny it for others. Through a combination of ""macro-level"" (national and international) as well as ""micro-level"" (local) analysis, we will enhance our understanding of the global dimensions of health and disease, various strategies of health initiatives, and the short-and-long-term outcomes of both diseases and correlating health care interventions. Topics may include: maternal mortality, HIV, health and environmental hazards, health systems, health and human rights, grass roots initiatives, the millennium development goals, chronic disease and female genital surgeries. (3-0) R",School of Interdisciplinary Studies
HLTH,HLTH3315,HLTH3315,,School of Interdisciplinary Studies
HLTH,HLTH4108,HLTH4108,,School of Interdisciplinary Studies
HLTH,HLTH4304,HLTH4304,,School of Interdisciplinary Studies
HLTH,HLTH4305,HLTH4305,,School of Interdisciplinary Studies
HLTH,HLTH4306,HLTH4306,,School of Interdisciplinary Studies
HLTH,HLTH4307,HLTH4307,,School of Interdisciplinary Studies
HLTH,HLTH4310,HLTH4310,,School of Interdisciplinary Studies
HLTH,HLTH4380,HLTH 4380 Special Topics in Healthcare (3 semester credit hours) May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite, Upper-division standing or instructor or Associate Dean consent required. (3-0) Y,School of Interdisciplinary Studies
HLTH,HLTH4V01,HLTH4V01,,School of Interdisciplinary Studies
ISIS,ISIS3309,ISIS3309,,School of Interdisciplinary Studies
ISIS,ISIS3310,ISIS 3310 Childhood Sexual Abuse," A Multidisciplinary Investigation (3 semester credit hours) Examines childhood sexual abuse in America using multiple cultural forms: psychiatry, fiction, drama, film, news stories, and television. Considers how the definitions of sexual abuse evolve and change from the late 1800s to the twenty-first century. (3-0) Y",School of Interdisciplinary Studies
ISIS,ISIS3312,ISIS3312,,School of Interdisciplinary Studies
ISIS,ISIS3334,ISIS3334,,School of Interdisciplinary Studies
ISIS,ISIS3335,ISIS3335,,School of Interdisciplinary Studies
ISIS,ISIS3V70,ISIS 3V70 Teaching Internship (1-3 semester credit hours) Students work individually with faculty members in preparing and presenting course materials and tutoring students. Credit/No Credit only. May be repeated for credit (6 semester credit hours maximum). Prerequisites, Must have completed the relevant course with a grade of at least B and have a UT Dallas grade point average of at least 3.000 and instructor and Associate Dean consent required. ([1-3]-0) S,School of Interdisciplinary Studies
ISIS,ISIS4303,ISIS4303,,School of Interdisciplinary Studies
ISIS,ISIS4304,ISIS4304,,School of Interdisciplinary Studies
ISIS,ISIS4309,ISIS4309,,School of Interdisciplinary Studies
ISIS,ISIS4310,ISIS4310,,School of Interdisciplinary Studies
ISIS,ISIS4350,ISIS 4350 International Development," Cultural Impacts (3 semester credit hours) This interdisciplinary course explores the social, political and economic factors that shape international development. Central course themes include the history of international development, poverty and economics, education, sustainability and the environment. (3-0) Y",School of Interdisciplinary Studies
ISIS,ISIS4V89,ISIS4V89,,School of Interdisciplinary Studies
PHIN,PHIN1100,PHIN1100,,School of Interdisciplinary Studies
PHIN,PHIN1102,PHIN1102,,School of Interdisciplinary Studies
PHIN,PHIN1103,PHIN1103,,School of Interdisciplinary Studies
PHIN,PHIN1104,PHIN1104,,School of Interdisciplinary Studies
PHIN,PHIN1106,PHIN1106,,School of Interdisciplinary Studies
PHIN,PHIN1107,PHIN1107,,School of Interdisciplinary Studies
PHIN,PHIN1108,PHIN1108,,School of Interdisciplinary Studies
PHIN,PHIN1111,PHIN1111,,School of Interdisciplinary Studies
PHIN,PHIN1120,PHIN1120,,School of Interdisciplinary Studies
PHIN,PHIN1121,PHIN1121,,School of Interdisciplinary Studies
PHIN,PHIN1122,PHIN1122,,School of Interdisciplinary Studies
PHIN,PHIN1129,PHIN1129,,School of Interdisciplinary Studies
PHIN,PHIN1130,PHIN1130,,School of Interdisciplinary Studies
PHIN,PHIN2102,PHIN2102,,School of Interdisciplinary Studies
PHIN,PHIN2120,"PHIN 2120 Open Water Scuba (1 semester credit hour) Learn to Scuba dive under the PADI diver-training program. This is a hands-on course that will teach you in a classroom and pool environment all of the skills to receive diver certification. At the end of the course, you will demonstrate your skills at a Scuba Park near Dallas. Upon successful completion of four open water dives, you will receive a PADI Open Water Certification card. Recommended Prerequisites"," You must be able to swim and tread water. Additionally, you must complete a medical questionnaire. Depending on the response to the questionnaire, you might need a medical release from a Licensed Medical Doctor prior to any in-water training. May be repeated for credit (3 semester credit hours maximum). (1-0) Y",School of Interdisciplinary Studies
PHIN,PHIN2125,PHIN2125,,School of Interdisciplinary Studies
PHIN,PHIN2150,PHIN2150,,School of Interdisciplinary Studies
PHIN,PHIN2151,PHIN2151,,School of Interdisciplinary Studies
PHIN,PHIN2152,PHIN2152,,School of Interdisciplinary Studies
PHIN,PHIN2153,PHIN2153,,School of Interdisciplinary Studies
PHIN,PHIN2154,PHIN2154,,School of Interdisciplinary Studies
ACCT,ACCT2301,ACCT 2301 (ACCT 2301) Introductory Financial Accounting (3 semester credit hours) An introduction to financial reporting designed to create an awareness of the accounting concepts and principles for preparing the three basic financial statements," the income statement, balance sheet, and statement of cash flows. A minimum grade of C is required to take upper-division ACCT courses. (3-0) S",Naveen Jindal School of Management
ACCT,ACCT2302,"ACCT 2302 (ACCT 2302) Introductory Management Accounting (3 semester credit hours) This course helps students to build the necessary skills in the managerial use of accounting information for planning, decision making, performance evaluation, and controlling operations. The course uses a general framework for product costing systems, budgeting and variance analysis in order to benefit all students with a wide variety of career paths. A minimum grade of C is required to take upper-division ACCT courses. Prerequisite", ACCT 2301. (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3101,ACCT 3101 Professional Program in Accounting Lyceum (1 semester credit hour) Distinguished accounting professionals present weekly on an array of current topics. Must be taken in the spring semester of the junior year for students admitted to Professional Program in Accounting (PPA). Credit/No Credit only. Prerequisite, PPA students only. (1-0) F,Naveen Jindal School of Management
ACCT,ACCT3312,"ACCT 3312 Fundamentals of Accounting Analytics (3 semester credit hours) This course provides an overview of the foundational data analytics skills for accountants, including digital skills, data structures, and various analytics tools. This course will provide an understanding of the process of extracting, transforming, and loading data and using that data to make accounting decisions. There will be an emphasis on the elements of data visualization. Prerequisites", (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C) and ITSS 3300. (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3322,"ACCT 3322 Accounting Transaction Processing and Control (3 semester credit hours) Employs SAP or similar cloud-based software to illustrate the fundamental concepts of transaction processing and segregated duties and internal control within modern enterprise systems. The course will compare modern systems to manual processing using journals, ledgers, and spreadsheet modeling software. Includes modern information systems content such as robotic process automation and other current topics impacting accounting systems. Prerequisites", (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C). (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3331,"ACCT 3331 Intermediate Financial Accounting I (3 semester credit hours) This course focuses on external financial reporting, including measuring and reporting of cash, receivables, inventories, property, plant and equipment, and intangibles. Current generally accepted accounting principles for financial reporting are analyzed. Prerequisites", (MATH 1325 or MATH 2413 or MATH 2417) and (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C). (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3332,"ACCT 3332 Intermediate Financial Accounting II (3 semester credit hours) This course is a continuation of topics in external financial reporting including issues related to the measurement and reporting of investments, current liabilities and contingencies, bonds, leases, deferred taxes, pensions, stock-based compensation plans, stockholders' equity, earnings per share, accounting changes, and cash flows. Current generally accepted accounting principles for financial reporting are analyzed. Prerequisite", ACCT 3331 with a minimum grade of C. (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3341,"ACCT 3341 Cost Management Systems (3 semester credit hours) This course is a study of management's internal accounting information needs as they pertain to cost control and containment. Emphasis is on the processes of business planning, controlling, and decision making. Topics include cost behavior, cost allocation, budgeting, and performance measurement. Prerequisites", (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C). (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3350,ACCT 3350 Fundamentals of Taxation (3 semester credit hours) This course introduces the role of taxes in today's society and their impact on individuals and business entities; emphasis on federal income taxation. Prerequisites, BLAW 2301 and (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C). (3-0) S,Naveen Jindal School of Management
ACCT,ACCT3354,"ACCT 3354 Sustainability Reporting and Control (3 semester credit hours) This course discusses key accounting tools that managers can leverage to communicate and control sustainability performance. The course investigates best disclosure practices, emerging sustainability performance measurement and control systems, the threat of greenwashing and provides examples of how investors can identify material information about a company's sustainability impact. Prerequisites", (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C). (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4301,"ACCT 4301 Database Systems (3 semester credit hours) This course introduces the basic concepts of relational databases. The emphasis is on relational database structure and the use of relational databases for query retrievals and report generation. Structured Query Language (SQL) will be covered extensively. Applications of databases for accounting, finance, marketing, and other areas of business will be discussed. ACCT 4301 or ITSS 4301 may not be used to satisfy BS INTS degree requirements. Prerequisites", (ACCT 2301 with a minimum grade of C) and (ACCT 2302 with a minimum grade of C) and ITSS 3300 and (MATH 1325 or MATH 2413 or MATH 2417). (Same as ITSS 4301) (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4302,"ACCT 4302 Accounting Research (3 semester credit hours) This course explains accounting research sources and methods with emphasis on identifying, defining, and analyzing commonly-encountered financial reporting and audit issues. Prerequisite", ACCT 3331 with a minimum grade of C. Prerequisite or Corequisite: ACCT 3332. (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4334,"ACCT 4334 Auditing (3 semester credit hours) This course focuses on the basic concepts, philosophy, standards, procedures, and practices of auditing. Topics include generally accepted auditing standards, the role of the independent auditor in society, professional conduct and ethics, auditors' reporting responsibilities, risk assessment, internal control, fraud, and evidential matter. Prerequisite", ACCT 3331 with a minimum grade of C. (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4336,"ACCT 4336 Financial Statement Analysis (3 semester credit hours) In this course financial statements are analyzed from the user's perspective. Broad concepts are illustrated with applications to different companies. Topics include comparative analysis, earnings management and ethics in financial reporting. Prerequisite", ACCT 3331 with a minimum grade of C. (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4337,"ACCT 4337 Business Valuation (3 semester credit hours) This course discusses the models used to value businesses and stocks. Topics include income measurement and profitability assessment, analysis of discounted cash flows and accounting-based valuation models. Prerequisites", (ACCT 3331 with a minimum grade of C) and FIN 3320. (Same as FIN 4337) (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4340,"ACCT 4340 Survey of Accounting Software (3 semester credit hours) This course covers small business accounting using QuickBooks software. Topics include creating a chart of accounts, recording customer and vendor transactions, and printing reports. In addition, setting up a new company is covered as well as advanced topics such as exporting to Excel software and using QuickBooks audit trail. The course will also compare and contrast the use of QuickBooks to other software commonly used by small and medium-sized businesses. Prerequisite", ACCT 3331 with a minimum grade of C. (3-0) Y,Naveen Jindal School of Management
ACCT,ACCT4342,"ACCT 4342 Accounting Information Systems and Financial Reporting (3 semester credit hours) This course emphasizes the integral role of information technology in a transparent financial reporting process. Using a cycles approach, the course introduces internal controls, transaction flow, and documentation techniques. Students will use computerized accounting software to complete a comprehensive financial accounting project that demonstrates the critical interrelationship between financial accounting and accounting systems. Prerequisites", ACCT 3312 and (ACCT 3331 with a minimum grade of C). Prerequisite or Corequisite: ACCT 3332. (Same as ITSS 4342) (3-0) S,Naveen Jindal School of Management
ACCT,ACCT4395,"ACCT 4395 Capstone Senior Project - Accounting (3 semester credit hours) This course is intended to complement theory and to provide an in-depth, hands-on experience in all aspects of a real business project. Students will work in teams as consultants on projects of interest to industry and will be involved in specifying the problem and designing and analyzing recommended solutions. The deliverables will include reports that document these steps as well as a final project report, including the challenges faced by the team. Teams will also make presentations. Prerequisites", Junior or Senior standing and (ACCT 2301 or ACCT 2302) and FIN 3320. Prerequisite or Corequisite: BCOM 4300. (3-0) S,Naveen Jindal School of Management
ACCT,ACCT4V00,ACCT4V00,,Naveen Jindal School of Management
ACCT,ACCT4V80,ACCT 4V80 Professional Internship in Accounting (1-3 semester credit hours) This course provides students with an opportunity to expand and apply their accounting skills in a professional setting. Students will be required to apply knowledge obtained at the University to a job situation. Credit/No Credit only. May be repeated for credit (3 semester credit hours maximum). Prerequisites, Completion of 12 semester credit hours of upper-division accounting courses with a minimum GPA of 3.0 (certain course exclusions may apply) and instructor consent required. ([1-3]-0) S,Naveen Jindal School of Management
ACCT,ACCT4V81,ACCT4V81,,Naveen Jindal School of Management
BA,BA1310,BA1310,,Naveen Jindal School of Management
BA,BA1320,BA1320,,Naveen Jindal School of Management
BA,BA3300,BA 3300 Advanced Topics in Capitalism," Ideas and Challenges That Shape Our World (3 semester credit hours) This course starts with the historical development of business and markets and how these developments shape our current world in terms of wealth and inequality, and the role of free markets in modern society. Students will then learn about contemporary ideas and challenges that affect both business and society such as trade, healthcare, the environment, and tax policy. Students will discuss and debate market-based solutions to these challenges and the potential role for governments and regulations in addressing these challenges. (3-0) Y",Naveen Jindal School of Management
BA,BA3350,"BA 3350 Defining Research for Knowledge and Innovation (3 semester credit hours) Business research is the rationale for decision making and innovation and therefore focuses on novelty and industry relevance. In this course students are introduced to a range of research methods for the collection and analysis of both quantitative and qualitative data, to advance students' analytic research skills through practical experience. During the course, students will learn to analyze and present findings and conclusions in a business context. Students will also develop skills in reading and evaluating journal articles and research papers. Prerequisite", BCOM 1300 or BCOM 3300. (3-0) Y,Naveen Jindal School of Management
BA,BA4010,BA4010,,Naveen Jindal School of Management
BA,BA4074,BA4074,,Naveen Jindal School of Management
BA,BA4090,BA4090,,Naveen Jindal School of Management
BA,BA4095,BA4095,,Naveen Jindal School of Management
BA,BA4098,BA4098,,Naveen Jindal School of Management
BA,BA4V00,BA4V00,,Naveen Jindal School of Management
BA,BA4V10,"BA 4V10 ENACTUS Service (1-3 semester credit hours) This course is designed for students participating in Enactus. Students in Enactus partner with business and education leaders to take lessons learned in the classroom out to local communities in need of assistance. Working with the community, the students develop quality community outreach programs that focus on one or more of eight core areas"," (1) market economics, (2) entrepreneurship, (3) financial literacy, (4) success skills, (5) environmental sustainability, (6) business ethics, (7) female empowerment, and (8) support of the military. These projects will be developed and applied with the intent of creating a better business or educational situation for the community. The target group for these projects will be aspiring entrepreneurs, struggling business owners, low-income families, and school children. Instructor consent required. Credit/No Credit only. May be repeated for credit (3 semester credit hours maximum). ([1-3]-0) S",Naveen Jindal School of Management
BA,BA4V81,BA4V81,,Naveen Jindal School of Management
BA,BA4V90,BA4V90,,Naveen Jindal School of Management
BA,BA4V98,BA4V98,,Naveen Jindal School of Management
BCOM,BCOM1300,BCOM1300,,Naveen Jindal School of Management
BCOM,BCOM3300,BCOM3300,,Naveen Jindal School of Management
BCOM,BCOM4300,"BCOM 4300 Advanced Professional Communication (3 semester credit hours) This course focuses on communication as a management and leadership tool, and emphasizes communications with a variety of stakeholders within an organization"," team members, superiors, direct reports, as well as management of external stakeholders such as clients. Topics include communication theories and communication strategies for leading based on communication skills and strengths, managing conflict, and addressing ethics and destructive leadership communication practices. Prerequisite: BCOM 1300 or BCOM 3300. (3-0) S",Naveen Jindal School of Management
BLAW,BLAW2301,BLAW2301,,Naveen Jindal School of Management
BLAW,BLAW3301,"BLAW 3301 Employment Law (3 semester credit hours) Introduction to the various legal issues that are involved in the modern employment relationship. The topics covered will include employment contracts, employment-at-will, anti-discrimination laws, occupational health and safety, pay equity, employee privacy, and other relevant topics. Prerequisite", BLAW 2301. (3-0) Y,Naveen Jindal School of Management
BLAW,BLAW4301,BLAW4301,,Naveen Jindal School of Management
BLAW,BLAW4305,BLAW4305,,Naveen Jindal School of Management
BLAW,BLAW4310,"BLAW 4310 Current Issues in Business and Law (3 semester credit hours) This class will explore current business and legal issues. Topics covered will likely include employment issues, government regulation, social media and copyright, marketing, ethical business decision making, negligence, Constitutional issues, and many others. Prerequisite", BLAW 2301. (3-0) P,Naveen Jindal School of Management
BPS,BPS4305,BPS 4305 Strategic Management (3 semester credit hours) Capstone-level course requiring integration of all fields of business. Students will draw on their broadened awareness of various environmental influences (social and political) to solve business problems. Management alternatives will be examined with an ethical perspective relating policy trends to the strategic planning mode. Prerequisites, (BCOM 1300 or BCOM 3300) and (ACCT 2301 or FIN 3320 or HMGT 3301 or IMS 3310 or ITSS 3300 or MKT 3300 or OBHR 3310 or OBHR 3330 or OPRE 3310). (3-0) S,Naveen Jindal School of Management
BPS,BPS4307,BPS4307,,Naveen Jindal School of Management
BPS,BPS4395,"BPS 4395 Capstone Senior Project - Business (3 semester credit hours) This course is intended to complement theory and provide in-depth, hands-on experience in all aspects of a real business project sponsored by companies. The course provides students with a unique opportunity to work in a multidisciplinary team environment, interact with industry leaders, collect necessary data for analysis and assessment, develop business solutions, make recommendations, and manage the overall consulting engagements. The deliverables include professional reports documenting these steps, a final project report, and a presentation to the client. Prerequisites", Junior or Senior standing and (ACCT 2301 or FIN 3320 or ITSS 3300 or HMGT 3301 or MKT 3300 or OPRE 3310 or IMS 3310 or OBHR 3310 or OBHR 3330). Prerequisite or Corequisite: BCOM 4300. (3-0) S,Naveen Jindal School of Management
BPS,BPS4396,BPS4396,,Naveen Jindal School of Management
BUAN,BUAN4090,BUAN4090,,
BUAN,BUAN4320,"BUAN 4320 Database Fundamentals for Analytics (3 semester credit hours) This course introduces the basic concepts for the design and development of relational databases and database management. Students will also explore NoSQL database topics. At the end of the course, students will have been exposed to advanced SQL and NoSQL queries and advanced database processing using triggers and stored procedures. Topics include entity-relationship data model, logical database design, data administration, Structured Query Language, query optimization, NoSQL database types, and NoSQL querying. Prerequisites", ITSS 3300 and ITSS 3311 and (MATH 1325 or MATH 2413 or MATH 2417) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333). (3-0) S,
BUAN,BUAN4337,"BUAN 4337 Marketing Analytics (3 semester credit hours) This course is designed for those interested in an entry-level marketing analytics position. Students will analyze data to make key marketing decisions such as which customers to target to increase profitability or which new products to introduce to build incremental business. Students will also be introduced to software products used in the analysis of sales, marketing, and distribution data. Prerequisite", MKT 3300. (Same as MKT 4337 and OPRE 4337) (3-0) Y,
BUAN,BUAN4350,BUAN 4350 Spreadsheet Modeling and Analytics (3 semester credit hours) This course develops the ability to use quantitative methods and software (particularly spreadsheets) to build effective models with analytical views for decision making in areas such as finance and operations. This helps students to gain knowledge about specific techniques for building models to analyze data effectively. Prerequisite or Corequisite, OPRE 3360 or STAT 3360. (Same as OPRE 4350) (3-0) S,
BUAN,BUAN4351,"BUAN 4351 Foundations of Business Intelligence (3 semester credit hours) Students are introduced to foundational business intelligence (BI) concepts and explore the theory and practice of data warehouses for enterprises. BI concepts including data mart schemas, ETL, OLAP, cubes, and reporting will be covered. The course will also examine the components of an enterprise data warehouse, extract, cleanse, consolidate, and transform heterogeneous data into a single enterprise data warehouse, and run queries using a data warehouse. Prerequisites", ITSS 3300 and (BUAN 4320 or ITSS 4300) and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333). (Same as ITSS 4351) (3-0) S,
BUAN,BUAN4352,"BUAN 4352 Introduction to Web Analytics (3 semester credit hours) Introduces technologies and tools used to realize the full potential of websites. The course focuses on the collection and use of web data such as web traffic and visitor information to design websites that will enable firms to acquire, convert, and retain customers. Online advertising such as paid search and web analytics tools will also be included. Prerequisites", ITSS 3300 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333). (Same as ITSS 4352) (3-0) S,
BUAN,BUAN4353,"BUAN 4353 Business Analytics (3 semester credit hours) This course examines various data mining analytical techniques to extract business intelligence from firms' business data for various applications, including supervised and unsupervised learning analytic techniques, association, customer segmentation, classification, customer relationship management (CRM), personalization, online recommendation systems, and web mining. Students will also be exposed to various business intelligence software such as Python, R, XLMiner, SAS EnterpriseMiner, or SQL Server (depending on availability). Prerequisites", (ITSS 3312 or OPRE 3312 or BUAN 4381 or ITSS 4381) and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333) and OPRE 3360. (Same as ITSS 4353 and OPRE 4353) (3-0) T,
BUAN,BUAN4354,"BUAN 4354 Advanced Big Data Analytics (3 semester credit hours) Advanced topics in supervised and unsupervised machine learning techniques using big data solutions such as Hive and Spark. Students explore the issues and challenges related to managing data within an organization. This course is designed to equip students with skills to address the business intelligence, data analysis, and data management needs of an organization. Students are introduced to machine learning techniques and big data technologies. Prerequisites", (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4320 or ITSS 4300) and (BUAN 4351 or ITSS 4351). (Same as ITSS 4354) (3-0) Y,
BUAN,BUAN4355,BUAN 4355 Data Visualization (3 semester credit hours) This course focuses on how to leverage new decision support technologies to improve organizational decision making. Students will explore various data visualization tools and review the foundational principles that guide their use. Prerequisites, (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4320 or ITSS 4300) and (BUAN 4351 or ITSS 4351). (Same as ITSS 4355) (3-0) Y,
BUAN,BUAN4357,"BUAN 4357 Supply Chain Analytics, AI, and Advanced Solutions (3 semester credit hours) This hands-on course equips students with the knowledge and skills to leverage analytical tools and programming languages such as Excel and Python for the practical application of analytical techniques within the realm of supply chain management. Topics covered include demand planning, forecasting, inventory and production optimization, transportation, and sales analysis. Students gain proficiency in using these analytical tools to address real-world challenges within complex supply chain systems. The course also delves into various AI use cases within supply chain operations, highlighting the role of AI-Led Analytics in optimizing supply chain management flows. Prerequisites", (OPRE 3360 or STAT 3360) and OPRE 3310. (Same as OPRE 4357) (3-0) Y,
BUAN,BUAN4373,"BUAN 4373 Data Science for Business Applications (3 semester credit hours) This course builds on the foundations of Probability and Statistics from OPRE 3360. It further develops knowledge and skills for applying statistical and management science models to business decision-making. Topics include hypothesis testing for several populations, intermediate multiple linear regression, variable transformation, model selection procedures, chi-square tests and contingency tables, design of experiments and Analysis of Variance (ANOVA), logistic regression, and non-parametric methods. The course uses statistical software. Prerequisite", OPRE 3360. (Same as OPRE 4373) (3-0) S,
BUAN,BUAN4381,"BUAN 4381 Object Oriented Programming with Python (3 semester credit hours) Students will learn basic concepts of Object-Oriented Programming (OOP) and implement the ideas using Python, a scripting language. The classes will consist of lectures interwoven with hands-on coding that reinforces the language constructs as well as using functions from basic libraries. The students are required to bring in laptops to the class so that they can practice coding as a follow through during the lectures. The lectures will provide opportunities for the students to collaborate and learn (paired programming). Prerequisites", ITSS 3311 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2333 or MATH 2418 or OPRE 3333). (Same as ITSS 4381) (3-0) S,
BUAN,BUAN4382,"BUAN 4382 Applied Artificial Intelligence/Machine Learning (3 semester credit hours) This course provides a broad and detailed introduction to machine learning, data mining, and statistical pattern recognition. In this class, students will learn about the most effective machine learning techniques, and gain practice applying them to analyze business data. Regular course lectures will be used to deliver the main concepts and methods related to machine learning and AI. A number of in-class, hands-on exercises will be created to help students understand how to apply those techniques to solve some real-world business problems. Prerequisite", ITSS 3312 or BUAN 4381 or ITSS 4381. (Same as ITSS 4382) (3-0) S,
BUAN,BUAN4383,"BUAN 4383 Advanced Applied Artificial Intelligence/Machine Learning (3 semester credit hours) This course builds on the Applied Artificial Intelligence/Machine Learning course and covers more advanced topics, like deep learning and reinforcement learning. The course will emphasize the application of these methods to business problems. Prerequisites", (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4382 or ITSS 4382). (Same as ITSS 4383) (3-0) S,
BUAN,BUAN4395,"BUAN 4395 Capstone Senior Project - Business Analytics (3 semester credit hours) This course is intended to complement theory and provide an in-depth, hands-on experience in all aspects of a real analytics business project. Students will work in teams as consultants on projects of interest to the industry and will be involved in specifying the problem and its solution, designing and analyzing the solution, and developing recommended solutions. The deliverables will include reports that document these steps as well as a final project report, including the challenges faced by the team. Teams will also make presentations. Student groups will apply business analytics concepts and techniques in developing the report. Prerequisites", (BUAN 4320 or ITSS 4300) and (BUAN 4373 or OPRE 4373) and (BUAN 4355 or ITSS 4355) and (BUAN 4381 or ITSS 4381). (3-0) S,
ENGY,ENGY3300,ENGY3300,,Naveen Jindal School of Management
ENGY,ENGY3301,ENGY 3301 Managing Carbon Assets," Oil, Gas, and Coal (3 semester credit hours) This course deals with the U.S. and international business of the hydrocarbon industries. Managing upstream, midstream and downstream projects and operations in the oil, gas, and coal industries are studied. Students taking this class review the economic, financial, geological, processing, operational, marketing, production, transportation, refining, and exploration/mining phases of these hydrocarbon industries. Students will experience site visits to a coal mining operation, drill site, and power plant. Energy is the business of Texas, and it is of critical importance to the United States and the World. This course will challenge students to consider careers in energy industries. (3-0) Y",Naveen Jindal School of Management
ENGY,ENGY3302,ENGY3302,,Naveen Jindal School of Management
ENGY,ENGY3330,"ENGY 3330 Energy Economics (3 semester credit hours) This course builds on topics of market structure, competition, and optimal decision-making presented in intermediate microeconomics. Students gain an advanced understanding of the economic decisions faced by energy producers and consumers in today's society and learn to evaluate incentives faced by industry players and identify causes of and solutions to market inefficiencies. Topics include optimal resource depletion, competitive strategies and incentives for anti-competitive behavior, energy and environmental policy, and energy risk. Prerequisite", ECON 2302. (Same as MECO 3330) (3-0) Y,Naveen Jindal School of Management
ENGY,ENGY3340,ENGY3340,,Naveen Jindal School of Management
ENGY,ENGY4300,"ENGY 4300 Energy Land Management (3 semester credit hours) This course is designed to give students a keen understanding of the important role that land law and management practices have for energy industry participants. The course begins by presenting land management activities within the broader energy supply chain and relating their importance to upstream and downstream activities, and then proceeds to a combination of practical experience analyzing Texas land leases and classroom case studies of mineral property rights, lease structure and acquisition, title transfers and recordation, and more. Prerequisite", OPRE 3310. (Same as MECO 4300) (3-0) R,Naveen Jindal School of Management
ENGY,ENGY4313,ENGY4313,,Naveen Jindal School of Management
ENTP,ENTP3301,ENTP3301,,Naveen Jindal School of Management
ENTP,ENTP3320,ENTP3320,,Naveen Jindal School of Management
